Gene_ID      Average Shortest Path to all Disease genes
6647   4.001415428167021
6648   4.062986553432413
6649   4.491507430997877
8309   4.891365888181175
80724   4.4723991507431
84129   4.361641896673744
31   4.02689313517339
408   3.6203113941967446
3611   3.913658881811748
4163   3.718683651804671
5562   3.8411181882519463
5563   3.901981599433829
6310   3.748761500353857
8536   4.166666666666667
9391   4.171620665251239
57016   5.02689313517339
57118   4.426043878273178
57172   4.434182590233545
32   4.678697806086341
593   5.162420382165605
594   5.204175513092711
55268   4.6302193913658884
373509   4.334748761500354
387082   3.8570417551309273
37   4.391365888181175
999   3.7717622080679405
5036   3.8821656050955413
8562   4.21514508138712
9775   3.788393489030432
38   4.292993630573249
39   4.003184713375796
4350   4.088464260438783
5019   4.374380750176929
64064   4.5389242745930645
65985   4.547416843595188
6927   3.873673036093418
7416   3.7926397735314934
8900   3.978768577494692
9474   4.05449398443029
84708   3.829440905874027
40   4.921089879688606
41   4.4653220099079975
9311   4.2423920736022644
9399   4.748761500353857
9463   4.113941967445152
43   4.335810332625619
5048   4.180820948336872
5049   4.211252653927813
5050   4.028308563340411
5051   5.335810332625619
7941   4.312455767869781
8292   5.29723991507431
9421   4.055909412597311
47   4.078910120311394
4831   3.935244161358811
6720   3.935598018400566
7030   4.009554140127388
7428   3.6822363765038926
8412   4.059801840056617
8793   4.140481245576787
9146   3.723991507430998
9641   3.6234961075725405
654364   4.04140127388535
48   4.466737438075017
5578   3.5056617126680822
49   5.067232837933475
5104   4.2257607926397736
7783   4.323779193205945
7784   5.089879688605803
50   4.382165605095541
5879   3.7285916489738145
6342   4.359518754423213
6517   4.060863411181883
52   4.0276008492569
54874   4.556617126680821
55052   4.278131634819533
55312   4.83864118895966
80308   4.226822363765039
53   4.516631280962491
953   4.657466383581033
954   4.964260438782731
955   4.43241330502477
956   4.998584571832979
957   4.90622788393489
978   4.414366595895259
7084   4.978414720452937
7298   4.166312809624912
8833   4.193205944798302
9583   4.968506723283793
57379   4.32484076433121
54   4.36624203821656
5516   3.9985845718329793
5601   3.6641896673743806
6118   3.900212314225053
6696   4.076786978060864
7704   3.7466383581033265
8743   4.474876150035386
9141   4.117834394904459
9410   4.032554847841472
54978   4.673389950460014
55   4.550955414012739
881   4.760438782731776
6198   3.8198867657466384
6271   4.085987261146497
6275   4.110757254069356
6525   4.319886765746638
6624   3.85102618542109
6698   4.760438782731776
6712   4.073956121726822
6876   4.24486907289455
7082   3.8584571832979475
7094   3.9501061571125264
7114   3.964968152866242
7135   4.45859872611465
7137   4.098726114649682
7168   3.978768577494692
7170   3.905166312809625
7187   3.9907997169143665
7205   3.8418259023354566
7248   3.856334041047417
7273   3.9554140127388533
7408   3.9932767162066525
7414   3.8145789101203116
7429   4.231422505307855
7431   3.559094125973107
8215   4.760438782731776
8522   4.164897381457891
8790   4.559094125973107
8826   3.814225053078556
9026   4.361641896673744
9087   4.455767869780608
9267   4.193205944798302
9468   4.410828025477707
9493   3.9823071479122434
9562   4.760438782731776
9712   4.214083510261855
9759   3.7905166312809624
60312   4.19037508846426
64750   3.8389950460014153
79083   4.654989384288747
84676   4.06687898089172
84687   3.93312101910828
84962   4.1510969568294405
85477   4.178343949044586
91624   4.254423213021939
59   4.100849256900212
88   4.009200283085633
60   3.541047416843595
70   3.976291578202406
71   3.748761500353857
81   3.8117480537862702
86   3.975583864118896
829   3.992569002123142
908   4.031493276716207
920   3.7887473460721868
6117   3.90481245576787
6119   4.032554847841472
6129   3.7179759377211608
6130   3.754069355980184
6135   3.6985138004246285
6141   3.7271762208067942
6146   3.7887473460721868
6175   3.7830856334041045
6176   3.7855626326963905
6189   3.637650389242746
6191   3.7745930644019814
6201   3.7466383581033265
6202   3.7172682236376504
6203   3.7119603680113236
6204   3.8411181882519463
6206   3.86482661004954
6207   3.703113941967445
6222   3.788393489030432
6223   3.8251946213729653
6229   3.8630573248407645
6233   3.59447983014862
6282   4.087402689313517
6336   4.536801132342534
6595   3.8828733191790517
6597   3.746284501061571
6598   3.8067940552016983
6599   3.7073602264685066
6601   3.7554847841472045
6602   3.893489030431706
6603   3.94692144373673
6604   4.002123142250531
6605   3.8690728945506017
6749   3.7466383581033265
6780   4.025123849964614
6810   4.141542816702052
6840   3.946567586694975
6853   3.8503184713375798
6854   4.088818117480538
6950   3.8779193205944797
7052   3.837579617834395
7088   3.801840056617127
7136   4.29723991507431
7155   3.8941967445152157
7169   4.026539278131635
7203   3.9639065817409764
7277   3.699221514508139
7311   3.6019108280254777
7314   3.5771408351026186
7316   3.443382873319179
7415   3.7905166312809624
7417   3.918966737438075
7419   3.9263977353149326
7430   3.723991507430998
7447   4.371903750884643
7846   3.6663128096249116
7965   3.97310686482661
8089   4.204175513092711
8289   4.026185421089879
8295   4.0272469922151455
8339   4.006723283793347
8343   4.010969568294409
8344   3.821656050955414
8346   4.010969568294409
8347   4.005661712668082
8439   4.2600849256900215
8607   3.705237084217976
8655   3.8092710544939843
8662   3.937721160651097
8663   3.856334041047417
8664   3.7604387827317765
8668   3.807855626326964
8904   4.153927813163482
8932   4.094125973106864
8941   4.3428874734607215
9219   3.9663835810332624
9475   4.069709837225761
9643   4.064755838641189
64005   4.480184005661712
65979   4.446567586694975
80314   4.156758669497523
83988   4.244515215852796
84700   4.355272469922151
85461   4.211960368011323
85464   4.470629865534324
653361   3.9239207360226467
823   3.970276008492569
7456   4.0506015569709835
7132   3.68966737438075
7133   3.8237791932059446
7185   3.7147912243453645
7186   3.657466383581033
8517   3.570063694267516
8717   3.924274593064402
8737   3.8984430290162773
8767   3.8828733191790517
9020   3.7816702052370843
9252   3.8531493276716207
9638   4.076433121019108
9978   3.9610757254069355
79574   4.564401981599434
79837   4.286978060863412
93661   4.723283793347488
72   3.89242745930644
87   3.8205944798301488
7284   3.8658881811748054
7307   3.9090587402689314
8342   4.037508846426044
8971   4.044232130219392
9045   3.7933474876150037
9188   3.9200283085633405
9221   3.89101203113942
9349   3.7360226468506723
81027   3.9472753007784855
89   4.283793347487615
815   3.8669497523000707
816   4.0322009907997165
818   3.9426751592356686
8161   3.972753007784855
9124   4.171620665251239
9223   4.118188251946214
9351   4.069709837225761
892   4.055201698513801
8815   4.022646850672328
8819   3.9578910120311392
9031   4.102972399150743
9412   4.024416135881104
93973   4.468860580325549
8850   3.8145789101203116
8851   4.042816702052371
9499   4.462845010615712
9852   4.381811748053786
91977   4.388535031847134
8856   4.259731068648266
9611   3.780962491153574
90   4.04069355980184
91   4.295116772823779
92   4.470983722576079
93   4.564755838641189
9306   4.193559801840057
9482   4.391365888181175
9392   4.345718329794763
94   4.51380042462845
9863   4.058032554847841
95   4.948336871903751
100   4.093064401981599
134   4.540339702760085
135   4.24203821656051
136   4.598726114649682
