Only the first level neighbors of disease nodes are shown hereGene_ID      Local Clustering Coefficient
2932   0.006713093669615409
6767   0.012698412698412698
6134   0.0037734193321925322
837   0.010558069381598794
841   0.005689001264222503
320   0.0
1017   0.005022387180393543
1019   0.005359988410835868
1020   0.006109613656783468
1021   0.00744047619047619
1022   0.0056134723336006415
1025   0.007087628865979381
1072   0.010570824524312896
1385   0.0052474657125819914
1495   0.011614401858304297
1499   0.006625459540257747
1500   0.012698412698412698
1501   0.0
1605   0.0026455026455026454
1795   0.0
1829   0.0
2002   0.008865248226950355
2029   0.0
2081   0.0
2114   0.008403361344537815
2115   0.0
2316   0.0051483538815878605
2317   0.0
2551   0.0
2597   0.004691962464300286
2664   0.0
3728   0.00816326530612245
4855   0.0
4881   0.003787878787878788
682   0.0026455026455026454
839   0.012145748987854251
840   0.008503401360544218
5663   0.006600660066006601
5664   0.009783368273934312
5864   0.0
7087   0.0
8502   0.0
8766   0.0
9169   0.0
9709   0.0
80303   0.0
80333   0.0
83464   0.0
84898   0
10519   0.0
10730   0
10959   0.0
10972   0.0
11140   0.005995415270675366
22883   0.0
23136   0.0
23385   0.0
23621   0.0
23787   0
29979   0.005126452494873548
51107   0.0
55177   0.0
55294   0.003787878787878788
55798   0
55851   0.0
55957   0.008503401360544218
114990   0.0
339175   0
213   0.005099778270509978
2   0.006468797564687975
213   0.005099778270509978
348   0.012698412698412698
351   0.005294176405953451
949   0.0
3949   0.0
4035   0.00639386189258312
4036   0.008503401360544218
4133   0.0
4137   0.006651017214397496
4741   0.0
5360   0.0
5597   0.007010960797867088
5621   0.0057211683227943394
5663   0.006600660066006601
6667   0.005307386112339673
6722   0.005322128851540616
6767   0.012698412698412698
7182   0.0
7436   0.0
7545   0.0
7546   0.0
7804   0.0
51295   0.011538461538461539
84171   0.0
1270   0.0
1457   0.005017612845088884
1508   0.004301075268817204
1558   0.0
2099   0.005349936584803413
2639   0.0026455026455026454
3240   0.0
3437   0.0
11140   0.005995415270675366
22983   0.0053475935828877
27250   0.0
140545   0.0
351   0.005294176405953451
6009   0.0
22983   0.0053475935828877
51295   0.011538461538461539
598   0.005322128851540616
4854   0.0
7316   0.005246210065487174
823   0.009250693802035153
836   0.005344295991778006
834   0.010570824524312896
30818   0.0
2670   0.007211538461538462
4851   0.00847457627118644
4853   0.0
2274   0.006732673267326733
3337   0.008403361344537815
8837   0.00816326530612245
27250   0.0
54536   0.0
6717   0.0
841   0.005689001264222503
320   0.0
5663   0.006600660066006601
321   0.0
1452   0.0067842605156037995
1453   0.004032258064516129
1454   0.008503401360544218
1457   0.005017612845088884
1459   0.004637720123672536
1499   0.006625459540257747
1501   0.0
1778   0.007680491551459293
1795   0.0
2316   0.0051483538815878605
2317   0.0
4855   0.0
839   0.012145748987854251
840   0.008503401360544218
7087   0.0
8513   0.0
8766   0.0
9546   0.0
80333   0.0
83464   0.0
10519   0.0
23385   0.0
23741   0.0
29979   0.005126452494873548
51107   0.0
54850   0.0
55798   0
55851   0.0
55957   0.008503401360544218
140545   0.0
339175   0
7534   0.0035511022044088176
2810   0.0050746042566083465
7529   0.003859370869680148
7532   0.0042877757163471445
351   0.005294176405953451
7416   0.005491990846681922
3106   0.005417014676052977
3312   0.005130682480718295
9868   0.0
9804   0.0
56993   0.0
54543   0.0
351   0.005294176405953451
2885   0.002724759599486793
3952   0.0
335   0.00580997949419002
65125   0.004143397586020537
2547   0.005249343832020997
4036   0.008503401360544218
4193   0.004189180984761095
2908   0.004108972194078577
2923   0.009783368273934312
3500   0.008766803039158387
7046   0.004637720123672536
7048   0.00816326530612245
5468   0.006651017214397496
3164   0.00692785475394171
3493   0.012145748987854251
5444   0.0
7804   0.0
5621   0.0057211683227943394
7572   0.00909090909090909
3953   0.0
7436   0.0
730   0.0
732   0.0
735   0.0
2353   0.0038993643501949683
23043   0.006942983378918578
1191   0.004597701149425287
23059   0.0
