Q9UBK2
P10827
Q9UPT6
Q12972
P50548
Q14457
Q08211
Q96MM3
P49116
P30291
P06493
O95185
Q9NVD7
P19022
Q4AC94
Q13467
Q13283
O75366
Q15853
P48681
P02751
P55075
P42568
Q9NR63
O15031
Q9H4S2
Q92570
Q8WYP5
P29474
Q8IUG5
P23511
Q02153
Q8N668
Q12965
O43660
P49711
Q86VV8
Q9Y2Q5
Q13867
P56159
Q9BT04
P32242
Q4KMG0
Q2MV58
Q16881
P21127
O14672
Q9H2D6
Q9NWB7
Q9NYY3
Q99757
Q5JVF3
O15067
P17655
Q10472
Q9Y4B4
O14874
Q93009
P04626
O75083
Q14241
O75553
Q9Y6N7
P27695
Q9P021
Q16621
Q92841
P08235
Q9Y644
Q9UNS2
P27797
P55316
Q9Y4W6
Q8IYB8
O00321
Q9NYF8
P13611
P13349
Q02750
P11926
A6NHR9
P14415
Q63HK5
O75581
P20264
Q99856
Q9H488
P55085
Q15007
O75840
Q13472
P10809
Q8N122
Q9HC21
P04920
Q9UJ55
O14863
A6NFD8
Q92558
Q8N9L1
O00445
Q9NP08
Q9ULC3
Q9H9Y6
O43365
P50454
Q9GZZ9
P43119
Q99835
P62330
O75610
Q15464
Q9NZI7
Q9BVC4
Q9NZH0
Q8TAE6
Q13769
Q9Y4C8
P04183
P61371
O43155
O94992
Q02363
Q96EP5
P23763
O94925
O60568
P52848
P17947
Q86SJ6
P18206
P21796
Q9UJU6
O00268
P60510
Q8NEZ3
P35452
P57682
Q9Y586
Q14766
P12268
O95436
P62873
P14635
Q9HD90
O14497
Q96GC6
Q9Y3F4
Q14642
Q15562
Q8NG68
P28300
Q6ZT12
P22680
Q9Y6R4
P16422
Q8WUK0
Q14028
Q9GZV5
Q99496
P37198
Q7Z3C6
Q9P0U4
P30153
Q9BRX9
Q15334
Q92819
P25101
Q9BVV6
Q0VG99
Q9Y6D5
Q9BYE0
P17861
Q15828
O75386
Q9UGP5
P48066
P07510
Q18PE1
P18509
O95863
Q86X55
Q86W56
Q96FX2
Q9UKA1
Q8WYQ5
Q9HAZ2
Q96QE3
Q9P2E7
P02786
Q9NR09
O76080
Q5H8C1
Q9Y261
Q15637
P25098
Q13464
Q8N907
P49848
Q8IY92
P57055
Q14517
O75845
O75436
Q9UJX6
Q9BRJ9
O00401
P49755
Q15468
Q96NZ1
O95394
P13674
P13591
O15530
P0CG48
Q01085
P00738
P14652
O00115
P37275
Q5W5W9
P58401
Q9P2S2
P31947
O75694
Q96A33
O95393
Q9NV29
Q9BSQ5
P61296
Q92794
P01127
Q8IY31
Q13546
Q9H2X9
Q8WZA1
O95674
P78563
O75688
Q05193
P61201
Q14149
Q9C0K0
P17612
Q8TDY2
O75061
Q5SQQ9
P55072
Q13614
Q05209
Q75T13
Q00839
Q9H2A3
Q9C0C7
P07108
P35637
Q9Y294
Q96KQ7
Q02641
Q9NQC7
Q15149
P26012
P29122
Q9H8V3
Q9NP80
P21579
O95718
Q8TE85
Q9ULK5
P14651
P83731
Q13618
P63279
Q96L91
P49916
P01116
O95377
Q9NQX3
Q15363
O95786
Q15910
O00541
P15336
Q9Y3R0
Q9ULI3
Q7Z7C8
P09601
O75909
Q06481
P17948
Q13905
Q13822
Q96EY1
P05305
Q15382
P49281
P05549
Q96QT4
Q9NZZ3
Q9Y6W5
Q86V48
O95715
Q7RTS3
P78527
O00253
Q6NUQ1
P62633
Q16760
P08238
Q86X29
Q9NP62
P54259
O43747
P51948
Q9NPF5
Q9UBP5
Q13797
O60494
P23769
O60902
O75376
Q16254
Q9BYW2
Q8TAX0
Q14526
P35611
Q15796
P56537
O95747
P05114
P52951
Q13625
Q15139
Q16531
Q12841
Q9P2H3
O43541
P27448
Q8WTS1
P41595
P67870
P14210
P29401
P25440
P22681
Q96T25
Q9Y3C7
O43502
P53350
P11586
P20645
Q16584
P33993
Q9H4B6
Q16553
Q8WVJ9
Q9UPY3
Q9Y5Y6
P22087
Q6IE81
O14905
P42345
Q9Y4A5
P54198
P28749
Q9BXS5
P13807
P62942
Q86YL7
Q14781
P49767
P56179
Q99623
P50570
P15104
O15355
Q9NPG1
Q96GD4
Q99717
O43684
P62937
P19021
P32418
Q7RTV0
P49321
Q9Y2A7
P52945
Q9HBU1
Q01130
P60866
P37059
O00186
Q12933
Q7Z6M4
P0C0S5
P07992
Q9H2F5
Q8TD84
P55263
O00244
O43439
O15525
Q9HCS7
P43686
P41212
O15382
Q13627
Q12891
Q03933
P84103
Q9BYC5
Q9Y345
O94822
Q13155
O75771
Q92900
Q8IX07
Q9NTI5
P52954
Q01851
Q96SF7
Q9H444
P57078
O75494
Q9HBE1
Q14118
P09017
O43681
P46109
P23258
Q9P0J7
P25791
Q33E94
Q9UGV2
P10599
Q13569
Q9Y2V3
P07204
Q9Y5K5
O43364
Q03001
P13995
Q9H8P0
Q6P3W2
Q9NX63
Q70HW3
O94856
Q96EK4
Q7L5Y9
Q9Y6Y0
Q86XX4
Q9UHF1
Q9UBC0
Q96J84
Q14469
Q05586
Q9UM63
Q96SQ7
P34820
P27824
Q14332
P13726
Q8NEM0
Q14693
Q7L0J3
Q96S42
Q9P2U7
P78426
Q7L622
P62258
O15379
Q92859
Q9H2F3
P05023
Q9Y4Z2
P28347
P06400
Q9H313
Q9NZV1
O15357
Q29RF7
Q9NVV0
P61421
Q8N135
Q9UHV9
Q9UJU5
Q14444
P08195
Q9H4Z2
A0PJY2
P45985
Q01826
Q92922
P12755
Q96E29
Q99627
Q9H4M9
Q04771
Q9HC78
P68400
Q12980
Q12962
P17483
Q9UNS1
Q14686
P13010
Q8IZD2
Q9UBL3
P52789
P23467
Q14318
Q8N488
Q96PD7
O00622
Q9BWW4
P49006
Q8N5J4
Q9C093
Q86YN6
P35790
Q9H2S1
Q8N6T7
A2RU54
Q07889
Q13094
P55347
Q9Y3E5
P05187
Q8WWY3
Q8N5D0
Q6IQ55
P29375
Q9NZI6
O95260
P43490
P49908
P20248
P16389
P54920
P15531
Q8IWV8
P28702
Q96PE1
Q9H9A7
P20020
Q02086
Q9HCD6
O75475
P27348
Q14703
P20290
Q2Q1W2
Q9NPF2
Q8N3J5
P41586
Q8WWQ0
P31371
O14964
Q8NF37
Q9H6Y2
Q14774
P47871
Q13105
Q96A32
P30101
P35414
Q15424
P49639
Q12968
O14757
O75592
Q9Y483
Q8TCX1
Q92769
P27037
Q15772
Q9UKW6
O14786
Q9BZC1
Q8WX93
Q12846
P62508
Q9H173
Q14999
P35270
P48380
P61088
Q01082
Q9UJM3
Q99759
Q12824
A8MTQ0
P56817
O00291
P54274
Q9BZM3
Q99853
Q8NHM5
Q86UX7
P07711
P13533
O60243
P21554
Q96BD5
Q13586
O75425
O94776
Q9C0C4
O95835
O75460
Q13951
P78367
P17542
Q13619
O00501
Q92830
O14713
Q9NVM6
Q8TBC4
P13497
Q96DY7
Q9BRP0
Q9Y4D1
Q2M1P5
Q9NYV6
P48431
P14653
O00444
Q16820
P07333
P47989
Q96SN8
P49798
Q9Y570
Q9NVX2
P04035
Q6P5W5
P43378
Q8N441
P46108
P46093
O75752
Q9P0K1
Q4G0X9
Q99758
Q5THJ4
P53814
O75398
Q6KF10
O75746
Q7Z478
Q9Y2U8
Q9H093
O96011
Q16572
O75943
Q99715
P48059
O95071
O75333
P04118
P78364
Q6P1N0
Q9UHD2
O00408
Q8NCM8
Q9H0G5
Q5IJ48
P55011
P84243
Q8NB12
P17844
P78382
O00429
Q6R327
Q6IAA8
O95983
Q96EB6
P02730
P54257
A4UGR9
Q02880
Q06889
P07996
Q96P70
Q9BX67
P50219
Q08945
Q9NQ94
Q7Z6E9
P00338
Q9Y490
P04628
Q07955
Q5T9L3
A1X283
O94923
P63000
Q13285
O60462
P15428
Q13158
Q06546
Q07864
P11831
Q16659
P42338
Q9NRM7
P50281
Q12772
P12931
O75603
Q8WUI4
Q13164
P35749
P46060
Q9BXB1
O00142
P15173
Q96JM7
Q03828
Q7Z494
O95644
Q13635
Q5T280
P31645
P0CG37
P35968
Q99873
P78508
P35712
Q9UNW9
Q13099
A6NNA5
Q13114
P46776
O95967
O00170
O95980
Q14247
Q06609
O60331
Q06547
Q9NR23
O60216
Q14644
P78536
Q8IU80
Q8N2R0
Q86UR5
Q8HWS3
O96013
Q9NP59
Q9NZ42
P49356
P48167
Q9UQ13
Q8NEZ4
P06132
P60953
Q9BQA1
Q969G2
P51790
O75439
P62993
Q9UHI8
A6NI15
Q8TE12
Q13177
Q07699
O14543
O43313
P08865
Q9NRZ9
Q02790
Q01101
P56937
O14977
P41743
Q9BSI4
P17707
P41440
Q6NXT6
Q6PII3
Q9NYZ2
Q15811
Q53H80
O15297
O14733
Q9BY76
O95248
Q9NPC8
Q9UNE7
Q9NZU0
Q9UKX7
Q01970
O15054
Q8N2S1
Q13127
P49336
O14920
Q99816
P41970
Q99959
Q9NR61
O60479
P67775
Q8WTS6
P10276
Q13045
Q03252
P54105
Q15797
O95155
Q8NBL1
Q6WBX8
P55211
P34925
P56915
O15484
P36544
P31276
Q8N201
P42262
Q5T011
P51398
P51532
Q9NY59
Q9NYQ6
O00311
Q01973
O43286
Q9UBV2
O76093
O75962
O95977
Q9UGH3
O14641
Q96S06
P27449
Q9ULT8
P09429
P04406
Q14980
O75175
O14727
Q9H2C1
Q13547
P52732
P08727
O43909
P08575
Q99967
O15270
P10244
Q14566
Q13503
Q12756
Q14574
P31483
O75072
Q9BWT7
P11387
P02794
Q9UPG8
Q8IZV5
Q13705
Q9Y673
O95072
P19484
Q9P2D8
P48051
Q504Y2
P55196
Q01449
Q9UL03
O94782
O95096
P48745
P36896
P63098
P61764
A0AVT1
P28472
P30825
Q8IVH2
Q13630
P49593
O00522
P46092
Q9BPY8
Q15406
Q15717
Q13363
O60476
Q96L93
O95672
Q9NZ20
Q9NRY4
Q9Y6X1
Q05397
P11169
Q8IUX7
O43291
Q9BWF2
Q9NY47
Q99638
P51513
P17980
O14745
Q12959
P14923
P02008
O00592
O43324
Q9UIC8
Q12834
Q96MT3
P06748
Q08AM6
Q9H334
P18887
Q9HCK8
Q6XZB0
Q9UBE8
O75925
Q8N3Y1
Q5BJF6
Q9UMR3
O00292
P62191
P60880
Q05682
Q6NYC1
Q9H2P0
O96014
O94805
Q6N022
Q9NY43
Q16850
Q13257
P09958
P10589
Q5HY92
Q9HDC5
Q9BXF3
O14511
Q92908
Q13516
Q9H7Z6
P40818
Q92547
Q6P1M3
O60341
Q8WXG6
Q9Y4L1
P40939
Q8TCS8
Q8TDD2
Q6X4U4
Q01538
Q76L83
P35590
Q13332
Q00169
Q3SXY8
P68133
Q86TG7
Q9UPM6
Q16342
Q02078
Q9UG56
Q5HYA8
Q9UQD0
P78357
Q14314
P05198
P23759
O60895
Q16623
Q9Y5W3
O43766
Q14919
P49792
Q14126
P42858
O60291
Q4FZB7
Q8NG31
Q9BQL6
P26447
P25490
Q92585
P06756
Q96EL1
Q14186
P08588
P08047
Q8IZQ8
Q03181
O00526
O75643
P49736
Q7L5N1
O95832
P39880
Q13948
Q9NQS7
Q15185
O75312
Q13017
Q9Y4B6
P78545
Q92542
P35658
P62834
Q16828
Q96PM9
P20936
Q07666
Q9NXL9
Q96T37
P23458
Q03111
Q15699
O60921
Q9H6F5
P0DJI9
O43707
Q8NFP9
Q5XKR4
Q9Y6J0
Q13639
P30533
Q16539
Q8WUM0
Q14344
O15066
Q53FT3
Q16656
O60930
Q00987
Q9H598
P04632
O43435
P22003
Q8TDD5
O43424
P55036
Q9Y4D7
Q8NI99
Q9H4W6
P63261
P22748
Q9GZP9
O14904
Q9GZX9
P47895
Q08050
O75593
Q6P1J9
P26572
O43609
Q9NY46
Q96S65
Q9ULH7
Q8TAG9
O60701
P17342
P55060
Q12852
P47869
Q8NEM7
P49023
P61244
Q04726
Q7L590
P00519
Q8IY17
P30988
O14617
Q15147
P50553
P19634
Q14061
Q02446
Q86TM6
Q9HCM4
Q9C0E8
Q9H6P5
P06746
O95905
Q14145
P23219
Q9ULT0
P49450
Q8WYB5
Q9P1Q0
P67809
Q9BPZ7
Q9UKS7
Q9NYB0
P47914
P49585
P05455
Q96FX8
P30419
Q9HC62
Q9H9B1
Q6UXK2
Q8WUM9
O75116
O14775
O94916
Q01664
Q9HCS4
Q9UIG0
Q14498
O60469
Q9Y2I7
P30411
Q4LE39
O14974
O95390
Q9UQK1
O15240
P25205
Q8NFW5
Q6ZN18
Q05BQ5
Q9UQR1
P49640
P63252
P27539
Q14494
Q9BRX2
Q5TAB7
Q8IUD2
P35580
Q99626
Q9Y5Y0
O15145
Q96NB3
P48730
Q5JTV8
Q8NES3
P02144
Q96JE9
Q53GG5
P78344
Q5UIP0
Q06455
Q14204
Q9BZG8
Q7LGA3
O43543
P10644
Q99447
Q8NFJ6
Q9Y4Z0
P56178
Q02548
P14618
P38405
P16220
P31273
P02749
Q8NC60
Q99081
Q13418
P61968
P15328
O00468
Q6P1M0
P04808
Q9HBZ2
Q8WU20
O94813
Q13426
Q9ULI4
P19174
Q00975
Q01201
P78352
Q13683
Q9BY32
Q9UER7
O96004
Q9Y5T5
P10915
Q9Y219
Q13480
Q96ST3
P50579
P43146
Q8NEY8
P09619
Q9UGM3
Q5T5C0
P46531
O00139
P09086
P13385
Q9UHD1
P49069
O95238
Q12789
P24928
P42574
Q96CW1
O43683
Q00059
P61326
Q68G74
Q14767
Q99807
Q9GZT9
Q13535
P46821
Q9Y618
O15123
Q99750
Q53HL2
P29279
P15291
Q86VP1
P50148
P33991
O76003
Q9H307
Q9ULU8
Q9BUL8
O75901
O95365
P63027
P32241
P53396
P05412
P40925
Q8IWA4
P35869
O60318
Q8N2W9
P17028
Q96JQ0
Q12951
P16112
Q07817
Q9HBG6
Q66K89
P23193
Q16875
P50458
Q9BQA5
Q92949
P29350
Q6UWI4
Q9Y6M5
Q5T4S7
P49368
O43174
P51665
Q15643
Q14249
P49917
Q9NYQ7
P21728
P78317
P30304
Q99583
P62140
Q9H2V7
P48739
Q9P126
Q8IWY4
P10600
Q13263
P49959
Q96A47
Q5EB52
O95817
Q9NRA1
Q9NX62
Q9GZV3
Q5XXA6
O75096
Q99985
Q12906
Q9H6Q4
Q8WUF5
P28328
P22303
P36383
Q9Y6W3
Q14353
P54760
Q7KZI7
P11021
Q9NTN3
Q16650
Q53EP0
Q14160
P08648
P04049
O60725
Q9Y2X7
O96028
Q9P243
Q9H2W2
Q7KZN9
Q9H4F8
O95251
P23582
P05109
P04085
Q16363
Q9GZM8
Q8IWX7
P61158
Q92633
O95279
Q12830
P20073
P0C2W1
Q70SY1
Q96T58
Q9Y283
